t,l,S,P_l
0.0,0.05,1.0,6.41675132217166e-43
0.002004008016032064,0.05497748874437219,0.9732384853608241,8.013868929627956e-41
0.004008016032064128,0.05995497748874437,0.8457818117215532,5.911032714986004e-39
0.006012024048096192,0.06493246623311656,0.6421090969726405,2.8242075799857795e-37
0.008016032064128256,0.06990995497748874,0.44046389907141925,9.380888786768627e-36
0.01002004008016032,0.07488744372186093,0.2910710868601078,2.2892291573917755e-34
0.012024048096192385,0.07986493246623312,0.1966224304390933,4.28844997031849e-33
0.014028056112224449,0.0848424212106053,0.13958665018636024,6.389533810637823e-32
0.01603206412825651,0.08981990995497749,0.10420191329631356,7.794471870329831e-31
0.018036072144288578,0.09479739869934968,0.08103020129159924,7.973959475391205e-30
0.02004008016032064,0.09977488744372186,0.06500887740523621,6.979859060667091e-29
0.022044088176352707,0.10475237618809405,0.053411117987970054,5.316940582460901e-28
0.02404809619238477,0.10972986493246624,0.04470097154471168,3.575875440279812e-27
0.026052104208416832,0.11470735367683842,0.0379655647454403,2.149712011140595e-26
0.028056112224448898,0.11968484242121061,0.03263392749956819,1.1676025391798047e-25
0.03006012024048096,0.12466233116558278,0.02833249553573816,5.783076005554125e-25
0.03206412825651302,0.129639819909955,0.0248072552288235,2.6332777119746694e-24
0.03406813627254509,0.13461730865432717,0.02187975048287656,1.11021183530193e-23
0.036072144288577156,0.13959479739869934,0.019421095064227643,4.3613597459495937e-23
0.03807615230460922,0.14457228614307155,0.017335992646644847,1.6053565193579741e-22
0.04008016032064128,0.14954977488744373,0.015552553683962796,5.5643754354505815e-22
0.04208416833667335,0.1545272636318159,0.014015598766309713,1.8242743115477136e-21
0.04408817635270541,0.15950475237618808,0.012682131213216293,5.679736547631418e-21
0.04609218436873747,0.16448224112056029,0.01151820089211604,1.685364380498669e-20
0.04809619238476954,0.16945972986493246,0.010496684738352541,4.7818899120289806e-20
0.050100200400801605,0.17443721860930464,0.00959568601759906,1.301145199815731e-19
0.052104208416833664,0.17941470735367684,0.008797360269589393,3.4043646140874837e-19
0.05410821643286573,0.18439219609804902,0.00808704117721347,8.586002852991799e-19
0.056112224448897796,0.1893696848424212,0.007452580909723989,2.0919901611297133e-18
0.05811623246492986,0.1943471735867934,0.006883846221109688,4.9343432852488106e-18
0.06012024048096192,0.19932466233116558,0.0063723292506816095,1.1287943843392342e-17
0.06212424849699399,0.20430215107553776,0.0059108438708907005,2.508796796164121e-17
0.06412825651302605,0.20927963981990996,0.005493286580041066,5.4259040436898224e-17
0.06613226452905811,0.21425712856428214,0.005114446612426489,1.1435963000143412e-16
0.06813627254509018,0.21923461730865432,0.004769853945793274,2.352110746224704e-16
0.07014028056112225,0.22421210605302652,0.004455656753490977,4.726878496682263e-16
0.07214428857715431,0.2291895947973987,0.0041685219255527374,9.292464229272066e-16
0.07414829659318638,0.23416708354177088,0.003905553804193823,1.788956251169753e-15
0.07615230460921844,0.23914457228614308,0.0036642274051281194,3.376144987375115e-15
0.0781563126252505,0.24412206103051526,0.0034423332375088703,6.251807859951865e-15
0.08016032064128256,0.24909954977488744,0.0032379314697828193,1.1369383070584329e-14
