t,l,S,P_l
0.0,0.05,1.0,0.0008508458473466124
0.002004008016032064,0.05497748874437219,0.9763147275570171,0.0012049733283549231
0.004008016032064128,0.05995497748874437,0.8587392005969017,0.0016400998978482431
0.006012024048096192,0.06493246623311656,0.6670262454430591,0.002160717887659381
0.008016032064128256,0.06990995497748874,0.49331733216836765,0.0027701493054302744
0.01002004008016032,0.07488744372186093,0.38853589180340015,0.0034706523000097513
0.012024048096192385,0.07986493246623312,0.334346822075223,0.004263534954303705
0.014028056112224449,0.0848424212106053,0.3030933096082217,0.005149269024594493
0.01603206412825651,0.08981990995497749,0.2819171291186623,0.006127599126086217
0.018036072144288578,0.09479739869934968,0.2660115194258235,0.007197644791798913
0.02004008016032064,0.09977488744372186,0.2533015639957916,0.008357994103475156
0.022044088176352707,0.10475237618809405,0.24272804172224943,0.00960678841730855
0.02404809619238477,0.10972986493246624,0.23368345897686693,0.010941798228288965
0.026052104208416832,0.11470735367683842,0.225788787793524,0.01236049053391763
0.028056112224448898,0.11968484242121061,0.2187918456748328,0.013860088238831725
0.03006012024048096,0.12466233116558278,0.21251617294782738,0.015437622232803518
0.03206412825651302,0.129639819909955,0.20683323787332508,0.017089976807159867
0.03406813627254509,0.13461730865432717,0.20164633825486847,0.018813929070273037
0.036072144288577156,0.13959479739869934,0.19688077068987125,0.020606182995822016
0.03807615230460922,0.14457228614307155,0.19247755143605372,0.022463398697671066
0.04008016032064128,0.14954977488744373,0.18838924882130856,0.024382217478858353
0.04208416833667335,0.1545272636318159,0.18457712451025624,0.026359283153500553
0.04408817635270541,0.15950475237618808,0.18100911618500376,0.02839126009205973
0.04609218436873747,0.16448224112056029,0.17765837867503598,0.030474848394007943
0.04809619238476954,0.16945972986493246,0.17450220624776183,0.03260679654840476
0.050100200400801605,0.17443721860930464,0.17152122152912364,0.034783911902742146
0.052104208416833664,0.17941470735367684,0.16869875502258247,0.03700306922378932
0.05410821643286573,0.18439219609804902,0.16602036351260266,0.03926121760106153
0.056112224448897796,0.1893696848424212,0.16347345140900355,0.04155538591380657
0.05811623246492986,0.1943471735867934,0.1610469695612067,0.04388268705584359
0.06012024048096192,0.19932466233116558,0.15873117317640675,0.04624032108895184
0.06212424849699399,0.20430215107553776,0.1565174253899242,0.0486255774745476
0.06412825651302605,0.20927963981990996,0.1543980364948634,0.05103583651483366
0.06613226452905811,0.21425712856428214,0.15236613131159363,0.05346857011823313
0.06813627254509018,0.21923461730865432,0.1504155389719821,0.055921341989474106
0.07014028056112225,0.22421210605302652,0.14854070071238992,0.058391807331980905
0.07214428857715431,0.2291895947973987,0.14673659225091257,0.060877712139045914
0.07414829659318638,0.23416708354177088,0.14499865806277315,0.06337689214042493
0.07615230460921844,0.23914457228614308,0.14332275542908957,0.0658872714623742
0.0781563126252505,0.24412206103051526,0.14170510656499447,0.06840686105157195
0.08016032064128256,0.24909954977488744,0.1401422574665912,0.07093375690672053
0.08216432865731463,0.2540770385192596,0.1386310423765758,0.07346613815580705
0.0841683366733467,0.2590545272636318,0.1371685529731652,0.07600226501189095
0.08617234468937876,0.264032016008004,0.13575211154925257,0.07854047663581691
0.08817635270541083,0.26900950475237617,0.13437924757817812,0.08107918893033711
0.09018036072144289,0.2739869934967484,0.13304767716644114,0.08361689228669834
0.09218436873747494,0.2789644822411206,0.13175528497763447,0.08615214930175094
0.09418837675350701,0.28394197098549273,0.13050010828007547,0.08868359248101729
0.09619238476953908,0.28891945972986494,0.12928032282630156,0.09120992194086275
0.09819639278557114,0.29389694847423714,0.12809423031831113,0.09372990312091448
0.10020040080160321,0.2988744372186093,0.12694024725013886,0.09624236451612239
0.10220440881763528,0.3038519259629815,0.12581689495059514,0.09874619543634006
0.10420841683366733,0.3088294147073537,0.12472279067500425,0.10124034379996782
0.1062124248496994,0.31380690345172585,0.12365663961650314,0.10372381396705406
0.10821643286573146,0.31878439219609805,0.12261722772569826,0.10619566461623928
0.11022044088176353,0.32376188094047026,0.12160341524283085,0.10865500666906108
0.11222444889779559,0.3287393696848424,0.120614130859584,0.1111010012643801
0.11422845691382766,0.3337168584292146,0.11964836643867395,0.11353285778503411
0.11623246492985972,0.3386943471735868,0.11870517222873878,0.11594983193826305
0.11823647294589178,0.34367183591795897,0.11778365252003924,0.11835122389096324
0.12024048096192384,0.3486493246623312,0.11688296169333742,0.12073637646041029
0.12224448897795591,0.3536268134067034,0.1160023006202051,0.1231046733607321
0.12424849699398798,0.3586043021510755,0.11514091337808255,0.12545553750511299
0.12625250501002003,0.36358179089544773,0.11429808424778842,0.12778842936344673
0.1282565130260521,0.36855927963981994,0.11347313496497222,0.13010284537494052
0.13026052104208416,0.3735367683841921,0.1126654222002947,0.13239831641498978
0.13226452905811623,0.3785142571285643,0.11187433524598568,0.1346744063154886
0.1342685370741483,0.3834917458729365,0.11109929388892918,0.13693071043761754
0.13627254509018036,0.38846923461730865,0.11033974645261191,0.1391668542960468
0.13827655310621242,0.39344672336168085,0.10959516799218556,0.1413824922334129
0.1402805611222445,0.398424212106053,0.10886505862857672,0.14357730614385833
0.14228456913827656,0.4034017008504252,0.10814894200905693,0.1457510042443809
0.14428857715430862,0.4083791895947974,0.10744636388299224,0.14790331989269723
0.1462925851703407,0.41335667833916956,0.10675689078264275,0.15003401045030523
0.14829659318637275,0.41833416708354176,0.10608010879990516,0.152142856189412
0.15030060120240482,0.42331165582791397,0.10541562245079472,0.154229659242391
0.1523046092184369,0.4282891445722861,0.10476305362026755,0.15629424259242905
0.15430861723446893,0.4332666333166583,0.10412204058069931,0.15833644910403444
0.156312625250501,0.4382441220610305,0.103492237077974,0.1603561405920872
0.15831663326653306,0.4432216108054027,0.10287331147970535,0.16235319692812925
0.16032064128256512,0.4481990995497749,0.10226494598062222,0.16432751518261385
0.1623246492985972,0.4531765882941471,0.10166683586060499,0.16627900880185417
0.16432865731462926,0.45815407703851924,0.10107868879126926,0.16820760681843858
0.16633266533066132,0.46313156578289144,0.10050022418735857,0.17011325309390618
0.1683366733466934,0.46810905452726365,0.0999311725995398,0.17199590559250608
0.17034068136272545,0.4730865432716358,0.09937127514549063,0.17385553568489268
0.17234468937875752,0.478064032016008,0.09882028297643734,0.17569212748064114
0.1743486973947896,0.4830415207603802,0.09827795677654286,0.17750567718850005
0.17635270541082165,0.48801900950475235,0.0977440662927643,0.17929619250332582
0.17835671342685372,0.49299649824912456,0.09721838989299615,0.1810636920186815
0.18036072144288579,0.49797398699349676,0.09670071415049673,0.18280820466410821
0.18236472945891782,0.5029514757378689,0.09619083345275607,0.18452976916611638
0.1843687374749499,0.5079289644822411,0.0956885496331136,0.18622843353196805
0.18637274549098196,0.5129064532266133,0.09519367162356691,0.18790425455535867
0.18837675350701402,0.5178839419709855,0.09470601512733652,0.18955729734313462
0.1903807615230461,0.5228614307153577,0.09422540230986201,0.1911876348622134
0.19238476953907815,0.5278389194597298,0.09375166150700881,0.19279534750590321
0.19438877755511022,0.532816408204102,0.09328462694935503,0.19438052267884737
0.1963927855711423,0.5377938969484742,0.09282413850151588,0.19594325439984692
0.19839679358717435,0.5427713856928464,0.09237004141553892,0.19748364292184337
0.20040080160320642,0.5477488744372186,0.09192218609747514,0.19900179436836915
0.20240480961923848,0.5527263631815907,0.09148042788629712,0.20049782038579897
0.20440881763527055,0.557703851925963,0.09104462684439431,0.2019718378107625
0.20641282565130262,0.5626813406703352,0.09061464755893144,0.20342396835210189
0.20841683366733466,0.5676588294147074,0.09019035895340573,0.20485433828677924
0.21042084168336672,0.5726363181590796,0.08977163410878697,0.20626307816916797
0.2124248496993988,0.5776138069034518,0.08935835009366476,0.20765032255317734
0.21442885771543085,0.5825912956478239,0.0889503878028697,0.20901620972668505
0.21643286573146292,0.5875687843921961,0.08854763180406916,0.21036088145777343
0.218436873747495,0.5925462731365683,0.088149970191874,0.2116844827522815
0.22044088176352705,0.5975237618809405,0.08775729444902211,0.2129871616222086
0.22244488977955912,0.6025012506253127,0.08736949931423472,0.2142690688645209
0.22444889779559118,0.6074787393696849,0.0869864826563669,0.21553035784993077
0.22645290581162325,0.612456228114057,0.08660814535449901,0.21677118432123738
0.22845691382765532,0.6174337168584292,0.08623439118363864,0.21799170620083058
0.23046092184368738,0.6224112056028014,0.08586512670572308,0.21919208340698018
0.23246492985971945,0.6273886943471736,0.08550026116563315,0.22037247767854418
0.23446893787575152,0.6323661830915458,0.08513970639194599,0.22153305240774562
0.23647294589178355,0.637343671835918,0.08478337670217284,0.22267397248068466
0.23847695390781562,0.6423211605802901,0.08443118881224228,0.22379540412526014
0.24048096192384769,0.6472986493246623,0.08408306175000503,0.22489751476619407
0.24248496993987975,0.6522761380690345,0.0837389167725494,0.22598047288686204
0.24448897795591182,0.6572536268134067,0.08339867728712932,0.2270444478976434
0.24649298597194388,0.6622311155577789,0.08306226877551919,0.22808961001052042
0.24849699398797595,0.6672086043021511,0.0827296187216198,0.22911613011966414
0.250501002004008,0.6721860930465232,0.08240065654215126,0.23012417968775445
0.25250501002004005,0.6771635817908954,0.08207531352027687,0.23111393063779587
0.2545090180360721,0.6821410705352676,0.08175352274201242,0.2320855552501957
0.2565130260521042,0.6871185592796398,0.08143521903528267,0.23303922606488656
0.25851703406813625,0.692096048024012,0.08112033891149513,0.23397511578827546
0.2605210420841683,0.6970735367683842,0.08080882050950837,0.2348933972048223
0.2625250501002004,0.7020510255127563,0.08050060354187925,0.23579424309304708
0.26452905811623245,0.7070285142571285,0.08019562924327982,0.23667782614578128
0.2665330661322645,0.7120060030015007,0.07989384032098003,0.23754431889448316
0.2685370741482966,0.716983491745873,0.0795951809072994,0.2383938936374446
0.27054108216432865,0.7219609804902452,0.07929959651393466,0.2392267223717244
0.2725450901803607,0.7269384692346174,0.07900703398807639,0.24004297672865021
0.2745490981963928,0.7319159579789895,0.07871744147023177,0.2408428279127354
0.27655310621242485,0.7368934467233617,0.0784307683536754,0.24162644664386787
0.2785571142284569,0.7418709354677339,0.07814696524545375,0.24239400310262915
0.280561122244489,0.7468484242121061,0.07786598392887321,0.24314566687861028
0.28256513026052105,0.7518259129564783,0.07758777732740514,0.24388160692159708
