t,l,S,P_l
0.0,0.05,1.0,1.110053806606959e-16
0.002004008016032064,0.05497748874437219,0.9688190484016446,5.544270060307558e-16
0.004008016032064128,0.05995497748874437,0.7993805309600287,2.3309434452060743e-15
0.006012024048096192,0.06493246623311656,0.5144918762211833,8.500507879871474e-15
0.008016032064128256,0.06990995497748874,0.2625431551501351,2.7515233812461152e-14
0.01002004008016032,0.07488744372186093,0.12604937644941577,8.04874957292716e-14
0.012024048096192385,0.07986493246623312,0.07061985276815859,2.158376598763566e-13
0.014028056112224449,0.0848424212106053,0.047661764173572214,5.367754953364511e-13
0.01603206412825651,0.08981990995497749,0.036030666655758145,1.2497913766373966e-12
0.018036072144288578,0.09479739869934968,0.029018869332146893,2.745798973842636e-12
0.02004008016032064,0.09977488744372186,0.024294233837931917,5.729782395930746e-12
0.022044088176352707,0.10475237618809405,0.020871221851595106,1.1419709432971918e-11
0.02404809619238477,0.10972986493246624,0.018264227846451563,2.1840981336653527e-11
0.026052104208416832,0.11470735367683842,0.016205878255038934,4.024865779121103e-11
0.028056112224448898,0.11968484242121061,0.01453619566412373,7.171594799368071e-11
0.03006012024048096,0.12466233116558278,0.013153112576032864,1.2393379568894584e-10
0.03206412825651302,0.129639819909955,0.011988122447460527,2.0827259556071304e-10
0.03406813627254509,0.13461730865432717,0.010993335068652634,3.4116294706941815e-10
0.036072144288577156,0.13959479739869934,0.010134144648380592,5.458576748847613e-10
0.03807615230460922,0.14457228614307155,0.009384851646836676,8.546419351361567e-10
0.04008016032064128,0.14954977488744373,0.008725929195379099,1.3115619207629004e-9
0.04208416833667335,0.1545272636318159,0.008142250343003319,1.9757453435421134e-9
0.04408817635270541,0.15950475237618808,0.007621900437090843,2.925388403556838e-9
0.04609218436873747,0.16448224112056029,0.007155358908443982,4.262484291355908e-9
0.04809619238476954,0.16945972986493246,0.006734921702225864,6.1183673698882635e-9
0.050100200400801605,0.17443721860930464,0.006354284843092857,8.6601450507138e-9
0.052104208416833664,0.17941470735367684,0.006008238532849117,1.2098086040048043e-8
0.05410821643286573,0.18439219609804902,0.005692438705773052,1.6694029139599576e-8
0.056112224448897796,0.1893696848424212,0.005403233902965099,2.2770871222632447e-8
0.05811623246492986,0.1943471735867934,0.005137532329435897,3.072318646408708e-8
0.06012024048096192,0.19932466233116558,0.004892698546482376,4.1029021496874285e-8
0.06212424849699399,0.20430215107553776,0.0046664723226071785,5.426290301775862e-8
0.06412825651302605,0.20927963981990996,0.0044569042602551606,7.11100856061415e-8
0.06613226452905811,0.21425712856428214,0.004262304268295182,9.238205828199475e-8
0.06813627254509018,0.21923461730865432,0.004081199973739352,1.1903331875051786e-7
0.07014028056112225,0.22421210605302652,0.003912302897755425,1.521794144939893e-7
0.07214428857715431,0.2291895947973987,0.003754480750764628,1.9311624000473636e-7
0.07414829659318638,0.23416708354177088,0.0036067345896442925,2.433405696295706e-7
0.07615230460921844,0.23914457228614308,0.0034681798677485306,3.045717958300233e-7
0.0781563126252505,0.24412206103051526,0.0033380306238574072,3.78774833259496e-7
0.08016032064128256,0.24909954977488744,0.003215586218981457,4.6818414001321004e-7
0.08216432865731463,0.2540770385192596,0.003100220154120652,5.75328798803951e-7
0.0841683366733467,0.2590545272636318,0.0029913705975681843,7.030585927295063e-7
0.08617234468937876,0.264032016008004,0.00288853232435935,8.54571002788506e-7
0.08817635270541083,0.26900950475237617,0.0027912498282481163,1.0334390474215615e-6
0.09018036072144289,0.2739869934967484,0.002699111412018654,1.2436398781442678e-6
0.09218436873747494,0.2789644822411206,0.0026117440978818056,1.4895840398286366e-6
0.09418837675350701,0.28394197098549273,0.002528809228321463,1.776145299399899e-6
0.09619238476953908,0.28891945972986494,0.002449998650669815,2.1086909426583223e-6
0.09819639278557114,0.29389694847423714,0.002375031397140362,2.49311243561323e-6
0.10020040080160321,0.2988744372186093,0.0023036507869812124,2.9358563441253873e-6
0.10220440881763528,0.3038519259629815,0.002235621889558596,3.443955403781884e-6
0.10420841683366733,0.3088294147073537,0.0021707292971086365,4.025059630757491e-6
0.1062124248496994,0.31380690345172585,0.0021087751640462343,4.6874673639265404e-6
0.10821643286573146,0.31878439219609805,0.0020495774764405037,5.440156128650177e-6
0.11022044088176353,0.32376188094047026,0.0019929685208303198,6.292813213446514e-6
0.11222444889779559,0.3287393696848424,0.0019387935261784028,7.2558658521198285e-6
0.11422845691382766,0.3337168584292146,0.001886909456620983,8.340510905843537e-6
0.11623246492985972,0.3386943471735868,0.0018371839359010741,9.558743942119826e-6
0.11823647294589178,0.34367183591795897,0.0017894942870882238,1.0923387610440244e-5
0.12024048096192384,0.3486493246623312,0.0017437266734763326,1.244811921779822e-5
0.12224448897795591,0.3536268134067034,0.0016997753284868215,1.414749741092385e-5
0.12424849699398798,0.3586043021510755,0.0016575418640465782,1.6036987876173774e-5
0.12625250501002003,0.36358179089544773,0.0016169346483073332,1.8132987972377244e-5
0.1282565130260521,0.36855927963981994,0.001577868244765404,2.0452850216574878e-5
0.13026052104208416,0.3735367683841921,0.0015402629058608856,2.301490454744513e-5
0.13226452905811623,0.3785142571285643,0.0015040441150105772,2.5838479296259893e-5
0.1342685370741483,0.3834917458729365,0.001469142171781718,2.894392080040811e-5
